"variable","datetime","gap.length"
"PC_Raw_Pipe",2022-01-08 04:00:00,7
"PC_Raw_Pipe",2022-01-12 01:00:00,9
"PC_Raw_Pipe",2022-01-12 21:00:00,6
"PC_Raw_Pipe",2022-02-01 07:00:00,7
"PC_Raw_Pipe",2022-02-01 21:00:00,4
"PC_Raw_Pipe",2022-02-02 05:00:00,4
"PC_Raw_Pipe",2022-02-21 11:00:00,4
"PC_Raw_Pipe",2022-02-22 21:00:00,21
"PC_Raw_Pipe",2022-02-23 18:00:00,20
"PC_Raw_Pipe",2022-02-24 18:00:00,18
"PC_Raw_Pipe",2022-02-25 21:00:00,20
"PC_Raw_Pipe",2022-02-26 05:00:00,4
"PC_Raw_Pipe",2022-03-09 23:00:00,8
"PC_Raw_Pipe",2022-03-10 11:00:00,9
"PC_Raw_Pipe",2022-03-10 20:00:00,5
"PC_Raw_Pipe",2022-03-11 07:00:00,7
"PC_Raw_Pipe",2022-03-20 06:00:00,7
"PC_Raw_Pipe",2022-03-20 12:00:00,4
"PC_Raw_Pipe",2022-03-21 05:00:00,5
"PC_Raw_Pipe",2022-03-24 21:00:00,9
"PC_Raw_Pipe",2022-04-06 18:00:00,14
"PC_Raw_Pipe",2022-05-13 01:00:00,6
"PC_Raw_Pipe",2022-10-01 02:00:00,2884
"PC_Raw_Pipe",2022-10-28,6
"PC_Raw_Pipe",2022-10-30 14:00:00,5
"PC_Raw_Pipe",2022-10-31 23:00:00,11
"PC_Raw_Pipe",2022-12-21 13:00:00,4
"PC_Raw_Pipe",2022-12-23 16:00:00,4
"PC_Raw_Pipe",2022-12-24 21:00:00,7
"PC_Raw_Pipe",2022-12-25 08:00:00,9
"PC_Raw_Pipe",2022-12-26 16:00:00,7
"PC_Raw_Pipe",2023-01-13 11:00:00,19
"PC_Raw_Pipe",2023-01-31 16:00:00,4
"PC_Raw_Pipe",2023-02-08 01:00:00,5
"PC_Raw_Pipe",2023-02-24 21:00:00,6
"PC_Raw_Pipe",2023-03-05 22:00:00,4
"PC_Raw_Pipe",2023-03-06 21:00:00,4
"PC_Raw_Pipe",2023-03-08 22:00:00,5
"PC_Raw_Pipe",2023-03-09 23:00:00,5
"PC_Raw_Pipe",2023-03-10 21:00:00,4
"PC_Raw_Pipe",2023-03-16 22:00:00,5
"PC_Raw_Pipe",2023-03-19 01:00:00,5
"PC_Raw_Pipe",2023-04-03 22:00:00,5
"PC_Raw_Pipe",2023-04-05 23:00:00,6
"PC_Raw_Pipe",2023-04-07 11:00:00,4
"PC_Raw_Pipe",2023-04-09 22:00:00,6
"PC_Raw_Pipe",2023-04-12 21:00:00,5
"PC_Raw_Pipe",2023-04-14 20:00:00,4
"PC_Raw_Pipe",2023-07-24 18:00:00,4
"PC_Raw_Pipe",2023-07-26 22:00:00,9
"PC_Raw_Pipe",2023-07-28 02:00:00,21
"PC_Raw_Pipe",2023-07-31 23:00:00,92
"PC_Raw_Pipe",2023-08-03 01:00:00,47
"PC_Raw_Pipe",2023-08-06,70
"PC_Raw_Pipe",2023-08-06 21:00:00,17
"PC_Raw_Pipe",2023-08-08,24
"PC_Raw_Pipe",2023-08-08 20:00:00,18
"PC_Raw_Pipe",2023-08-09 04:00:00,7
"PC_Raw_Pipe",2023-08-12 02:00:00,68
"PC_Raw_Pipe",2023-08-14 04:00:00,49
"PC_Raw_Pipe",2023-08-28,330
"PC_Raw_Pipe",2023-08-29 16:00:00,39
"PC_Raw_Pipe",2023-08-30 01:00:00,4
"PC_Raw_Pipe",2023-08-30 23:00:00,19
"PC_Raw_Pipe",2023-09-04 23:00:00,118
"PC_Raw_Pipe",2023-09-05 04:00:00,4
"PC_Raw_Pipe",2023-09-06 23:00:00,41
"PC_Raw_Pipe",2023-09-09 23:00:00,66
"PC_Raw_Pipe",2023-09-11 23:00:00,46
"PC_Raw_Pipe",2023-09-12 16:00:00,16
"PC_Raw_Pipe",2023-09-13 21:00:00,22
"PC_Raw_Pipe",2023-09-16 03:00:00,45
"PC_Raw_Pipe",2023-09-17 17:00:00,35
"PC_Raw_Pipe",2023-09-19 18:00:00,46
"PC_Raw_Pipe",2023-09-24 18:00:00,113
"PC_Raw_Pipe",2023-09-25 23:00:00,19
"PC_Raw_Pipe",2023-09-26 11:00:00,4
"PC_Raw_Pipe",2023-09-26 20:00:00,8
"PC_Raw_Pipe",2023-09-27 02:00:00,5
"PC_Raw_Pipe",2023-09-27 20:00:00,17
"PC_Raw_Pipe",2023-09-30 04:00:00,55
"PC_Raw_Pipe",2023-09-30 22:00:00,17
"PC_Raw_Pipe",2023-10-02 04:00:00,29
"PC_Raw_Pipe",2023-10-03 03:00:00,17
"PC_Raw_Pipe",2023-10-04 06:00:00,24
"PC_Raw_Pipe",2023-10-05 01:00:00,10
"PC_Raw_Pipe",2023-10-05 10:00:00,8
"PC_Raw_Pipe",2023-10-05 18:00:00,7
"PC_Raw_Pipe",2023-10-06 14:00:00,10
"PC_Raw_Pipe",2023-10-07 02:00:00,11
"PC_Raw_Pipe",2023-10-07 18:00:00,12
"PC_Raw_Pipe",2023-10-08 19:00:00,18
"PC_Raw_Pipe",2023-10-09 15:00:00,18
"PC_Raw_Pipe",2023-10-10 14:00:00,19
"PC_Raw_Pipe",2023-10-12 14:00:00,44
"PC_Raw_Pipe",2023-10-16 12:00:00,4
"PC_Raw_Pipe",2023-10-18 08:00:00,11
"PC_Raw_Pipe",2023-11-11 04:00:00,9
"PC_Raw_Pipe",2023-12-04 22:00:00,12
"PC_Raw_Pipe",2023-12-09 11:00:00,4
"PC_Raw_Pipe",2023-12-10 09:00:00,5
"PC_Raw_Pipe",2023-12-26 02:00:00,7
"PC_Raw_Pipe",2024-01-13 17:00:00,37
"PC_Raw_Pipe",2024-01-14 14:00:00,17
"PC_Raw_Pipe",2024-01-15 16:00:00,8
"PC_Raw_Pipe",2024-01-29,4
"PC_Raw_Pipe",2024-02-01 06:00:00,4
"PC_Raw_Pipe",2024-02-16 12:00:00,4
